comment,score,hospital,en
ที่สะอาดกว้างขวางใหญ่โตมาก การบริการประทับใจมากตั้งแต่เดินลงมาจากรถเลยค่ะ เจ้าหน้าที และพยาบาลทุกท่านน่ารักเอาใจใส่คนไข้อย่างดี อาจารย์หมอผู้ตรวจรักษา พูดจาไพเราะมาก ค่ะตรวจรักษาละเอียด สอบถามอาการคนไข้และอธิบาย อย่างละเอียด เข้าใจได้ง่าย สุดยอดแห่งการให้บริการเลยค่ะ,5,Bangkok Hospitol,"Clean, spacious Goliath The service was very impressed since stepping down from my officers and nurses caring for patients all pretty well. Professor Doctor Who Care Much eloquence My doctor profile For symptomatic patients, and described thoroughly understandable. Top of providing it."
ปกติจะมาเยี่ยมป้าหลายครั้งแล้ว ครั้งนี้ได้มาตรวจสุขภาพเอง พี่พยาบาลคอยอำนวยความสะดวกให้ตลอด เห็นเรานั่งรอคิวนานก็เดินมาถามมาเช็คให้ บริการดีค่ะ,5,Bangkok Hospitol,I normally visit several times. Once this has been his health. Take care of all the facilities. We saw long queues at the check came I was serving well.
มาหาหมอที่ศูนย์ผิวหนังและความงามรพ.กรุงเทพแต่ละครั้งใช้เวลารอพบหมอไม่ต่ำกว่า3ชั่วโมง..แต่คุยกับหมอไม่ถึง5นาที เป็นการรอที่น่าเบื่อเสียเวลามาก...ควรรีบแก่ไขด่วน,3,Bangkok Hospitol,The doctor at the Center for Dermatology and Aesthetic Hospital. Bangkok time spent waiting to see the doctor at least 3 hours.. I talked to the doctor less than 5 minutes. Wait a boring waste of time ... should be modified immediately.
การตรวจละเอียดดี แต่ช้าตรงขั้นตอนรอตรวจแล้วเข้าคิวจ่ายเงินค่ะ,4,Bangkok Hospitol,The good resolution But this process is slow and the waiting queue to pay it.
ไปเจาะก้อนเนื้อเปลือกตาบน ต่อคิวไม่นาน เจาะตาเสร็จมีรถเข็นมารับ,4,Bangkok Hospitol,"To drill a lump on the eyelid piercing eyes, the queue was not long finished a wheelchair to get."
คุณหมิก้อเแนกัน้องคะใส่ใจคนไข้พยาลผู้ดูแลใส่ใจดีมากคะเปนกันเองพูดเพราะ,5,Bangkok Hospitol,You otherwise would not have bothered voting Donegal Pial the patient care is very friendly as they say.
โรงพยาบาลกรุงเทพดูแลดีที่สุดตั้งแต่ที่เคยรักษามา ประทับใจในบริการมากๆครับ,5,Bangkok Hospitol,"Hospital care, the best treatment ever since. Very impressive service"
เกิดอะไรขึ้น กับ กลิ่นเหมือนท่อน้ำ ของแผนกทางเดินอาหารค่ะนี่ คลุ้งจนต้อง ดมยาดมเลย. กรุณาปรับปรุงน่ะค่ะ. คิดว่าเป็น ตึกร้อยปี ของรพ. รัฐ ซะอีกค่ะ.,4,Bangkok Hospitol,What happens to smell like a sewer. Department of Gastroenterology do this until the cloudiness smelling salts yet. Please update me. I think that is a hundred years old building of the hospital's state again.
บริการดีมาก สะดวก สะอาด บุคลากรณ์ ยิ้มแย้ม อัธยาศัยดี,5,Bangkok Hospitol,"Very good service, clean, convenient, courteous, smiling staff marketplace."
"รพ.นี้ทำให้รู้ว่าการทำจมูก ราคาแพงไม่ได้สวยกว่าที่อื่น ตอนปรึกษาพูดโน่นนี่นั่นดีมากพอทำออกมา บอกเลยค่ตห่วยแตก ทำมา7 เดือน 30,900 บาท ตอนนี้แทบมองไม่ออกว่าทำหรือเปล่า ห่วยแตก เป็นคนเนื้อจมูกน้อย นะแต่ พื้นฐานพอมีอยู่บ้าง แต่ที่เลือกทำเพราะอยากได้มีกว่านี้ แต่นี่เหมือนไม่ได้เสริม 30,900 อยู่ตรงไหนคะ",1,Bangkok Hospitol,"Hospital now knows that the nose. Expensive is not better than the other. The consultants say that there is good enough to come out. Khot said it stunk made 7 month 30,900 baht now virtually indistinguishable that it stunk a little meat nose, but there are some basic enough. But that's because I do not have this. But this is just not where it added 30,900."
ทั่วไปก็โอเคร คือสะดวกสบายแน่นอน สมราคาแค่ถ้ากระเป๋าไม่หนักก็ต้องคิดให้ดีก่อน ไม่ชอบตรงที่เป็นพาณิชย์มากไปแม้แต่หมอเองก็พยายามขายสินค้าแพคเกจของโรงพยาบาล,4,Bangkok Hospitol,"The general is OK Is a course If the bag is not just money, it's hard to think twice. This is not like a commercial to even the doctor was trying to sell a package of the hospital."
ไปตึกหัวใจพบ อ.สุดารัตน์ เป็นกันเองดูมีความรู้ความสามารถสูงโชคดีของคนไข้และโรงพยาบาล,4,Bangkok Hospitol,"Building to find the heart. Sudarath friendly look capable of high-fortunate patients, and hospitals."
ถ้าคนมีเงินมันก็ดีแต่คนไม่มี เงินมันก็ไม่ดูแล,1,Bangkok Hospitol,"If people have the money for it, but it's not. It does not take money"
บริการไม่สม ค่าไช้จ่าย,1,Bangkok Hospitol,The service costs
เจ้าหน้าที่ผู้ชายที่ยกตัวผู้ป่วยขึ้นเตียง ที่แผนก ฉายรังสีที่ตึก วัฒโนฯ มีน้อยมาก ต้องรอนาน15-20นาที บางครั้งญาติคนไข้ ต้องช่วยยกกันเองกะพยาบาลที่วอร์ด (คนไข้ขา2ข้างวีค)แล้วเมื่อฉายเสร็จจะกลับญาติคนไข้ก็ต้องเข็ญกลับเองรอเจ้าหน้าที่ นานมากอ่ะค่ะ,3,Bangkok Hospitol,"Officials men lift a patient up in bed at the front of the building Wattanosoth radiation has very little to wait for 15-20 minutes. Some relatives of patients It must enrich themselves at the nursing ward. (2 patients with leg next week) and, when finished, will be released to relatives, patients must wait staff very troubling myself back there."
สุดยอดกับการ^บริการลูกค้า^ทุกๆท่านครับ!!!,5,Bangkok Hospitol,Excellent customer service with ^ ^ everyone here !!!
ชอบมาตรวจสุขภาพประจำปีที่นี่ เพราะดีกว่าร.พ.อื่นๆ สะดวกรวดเร็วครบวงจร มาช่วงเดือนธันวาคมมีโปรโมชั่นดีๆลดราคา50% เลยมาตรวจ4ปีนี้ค่ะ...,4,Bangkok Hospitol,Like annual check here. Because the better. The. Other. Quick stop During the month of December with promotional discount of 50% when it came to 4 years now ...
คุณหมอที่รักษาเก่งมาก ใส่ใจคนไข้แต่การจัดการค่อนข้างล่าช้า ห้องพักค่อนข้างเก่า ฝ้าเพดานในห้องน้ำเป็นเชื้อราเยอะมาก ของใช้ในห้องดี อาหารอร่อย,3,Bangkok Hospitol,"The doctor who treated very Patient care management, but rather late. The rooms are quite old The ceiling in the bathroom was a lot of mold. Used in good food."
โดยปกติที่บ้าน แทบทั้งตระกลูเข้ารับการรักษาที่ รพ.กรุงเทพ โดยตลอด ไม่ว่าจะป่วยด้วยเรื่องอะไรทำฟัน คลอดลูก แต่เมื่อวันก่อนพาพ่อสามีไปแอดมิดทาง รพ. เรียกเก็บเงินมัดจำ20000 บ้าไปแล้วหมดกันความประทับใจที่รักษา กันมากว่า30 ปี ตั้งแต่รุ่นคุณยายสมัยมีแค่ตึกเดียว จบกันภายในวันเดียว ถ้าไม่ติดคุณหมอย้าย รพ. แล้วรอบหน้า ไม่ขอเจอกันอีก เสียความรู้สึกมากกกกก การที่เราก้าวเข้ามาใน รพ.คุณเราก็ต้องมั่นใจแล้วว่าเรามีปัญญาจ่ายผู้บริหารทบทวนใหม่นะคะ,5,Bangkok Hospitol,"Usually at home Virtually the entire basket Lou admitted to a hospital in Bangkok, whether by birth, but ill with what teeth the day before her father gave to her husband covered the hospital bill deposit 20,000. Crazy, exhausted as the impression that the treatment for more than 30 years since the release of your grandmother's era is just one block. End of day one If you have not moved the hospital and then not see each other around. Feel bad very As we step into. Hospital, we must ensure that we are wise to pay executives rethinking it."
ที่นี่โอเคครับ...ยอมรับ,5,Bangkok Hospitol,Ok ... here agree.
การรอคอยที่จะรักษาคนไข้เป็นการรอคอยที่นานมาก รอแบบไม่มีจุดหมาย คืออาการแต่ละคนที่ไปเค้าก็หนักถึงได้ไปแต่ก็รอพอกับรพ.รัฐทั่วไป ไม่มีความเป็นมืออาชีพเหมือนชื่อเสียงที่ได้รับ,3,Bangkok Hospitol,"Waiting to treat patients who are waiting for a very long time. Wait a pointless Each symptom was that he was going to be hard, but it's not enough hospital general public. No professional like a well-earned reputation."
บริการดี รวดเร็ว สะดวก,5,Bangkok Hospitol,"Fast, easy, good service"
แพงเกินคุณหมอ,3,Bangkok Hospitol,Expensive than a doctor
เป็นไข้ขึ้นสูงถึง 40 จ่ายยาพารามาให้อย่างเดียว จ่ายไปเกือบพัน ถ้ารู้ว่าจะให้แค่ยาพารามากิน ซื้อกันกินเองก็ได้นะ ร้านขายยาข้างนอกไม่ถึงร้อยเลย รักษาจะเอาแต่เงินจากคนไข้อย่างเดียวเลย,1,Bangkok Hospitol,"A high fever up to 40 dispensing parameters to be alone. Paid nearly a thousand You know, just to give paracetamol to eat. Well, I own it Outside, hundreds of pharmacies, not yet. Treatment is only one patient out of money yet."
"1. ประทับใจพนักงานที่ข้างหน้า มีการเอาใจใส่ผู้ป่วย(ผู้สูงอายุ)ที่มารพ. หารถมาให้นั่ง บริการเข็นไปส่งถึงแผนก 2. พยาบาลและคุณหมอ ดูแลคนไข้ดีค่ะ 3. การพูดจา ยิ้มแย้ม แจ่มใส น่ารักทุกคนค่ะ (อันนี้ชมเคส วันที่พาคุณป้าพิศ(อายุ 78)ไปนอนให้น้ำเกลือที่ รพ.พักอยู่ชั้น 8 ห้อง 802 เมื่อวันที่ 6/10/59 ทั้งพยาบาล, คุณหมอ(โภชนาการ)น่ารัก(เภสัช)พูดจาดี สุภาพ ฝากขอบคุณทุกท่านด้วยค่ะ",5,Bangkok Hospitol,"1. The staff at the front There are patients (elderly) at the hospital. Find a seat Trolley service to the Division 2 nurses and doctors. 3. Good patient care parlance, beaming lovely people here (in this case the audience take you crazy aunt (age. 78) go to the brine. Hospital room on the 8th floor, room 802, on 10/06/59, the nurse, the doctor (Nutrition), Love (Pharmacy) I thank you all speak good English too."
โรงพยาบาลใหญ่โต อะไรอยู่ตรงไหนบ้างหาไม่เจอ เจ้าหน้าที่ก็แค่บอกทาง ให้ไปเดินหาเอาเอง ที่อื่นๆเจ้าหน้าที่เค้าพาไปเลยค่ะ,3,Bangkok Hospitol,"Hospital Goliath What where I could not find it. Officials say it's just the Go for a walk on their own The other officer, took it."
มีรถตู้ฟรีบริการ ร้านอาหารเยอะและกว้าง คนไม่เยอะมาก นั่งคุยงานสบาย แถมมีบริการขับรถไปลานจอดรถให้ และขับมาจากลานจอดรถ ยิ่งกว่าโรงแรมหลายๆที่,5,Bangkok Hospitol,"Free van service Restaurants far and wide, not very comfortable to sit and talk. It provides drive to the parking lot. And drive from the parking lot. Moreover, many hotels,"
หมอรักษาไทรอยด์ผิดพลาดและไม่หาย ย้ายโรงพยาบาลแล้วค่ะ,1,Bangkok Hospitol,Doctors treat thyroid malfunction and incurable. The hospital moved me
คุณหมอใส่ใจในการรักษา ให้คำแนะนำดีมาก,5,Bangkok Hospitol,You care treatment Good advice
เพิ่งไปคลอดลูกคนที่3ที่รพ.กรุงเทพเมื่อวันที่17ธค.59ที่ผ่านมาค่ะ ทั้ง3ท้องก้อฝากและคลอดที่นี่ทุกครั้ง และจะมีความรู้สึกไม่ค่อยประทับใจกับแผนกเนอสเซอรี่ของที่นี่ทุกครั้ง มากี่ทีก้อยังเหมือนเดิม นางพยาบาลพูดจาสุภาพ ชอบพูดว่ามีอะไรเรียกได้นะคะ แต่เอาความเป็นจริงเวลาจะเรียกใช้อะไรขึ้นมาจริงๆ ค่อนข้างยากและบางครั้งมีชักสีหน้า ชอบเอาน้องที่เพิ่งคลอดมาทิ้งให้เลี้ยงเองในห้องพักฟื้นเลย โดยทั่วไปเด็กเพิ่งคลอดต้องมาดูดกระตุ้นที่เต้าแม่ทุก2-3ชม. แต่นี่พยายามที่จะมาบ่อยเกิ้น แล้วก้อพยายามบอกคนไข้ว่าให้น้องอยู่ด้วยเลยมั้ยคะ เหมือนเค้าพยายามที่จะเลี่ยงดูแลเด็กเองตลอด ต้องเข้าใจว่าคนผ่าตัดคลอดลูก ร่างกายบอบช้ำสุดๆ บางครั้งใจอยากจะเลี้ยงเองแต่ร่างกายก้อปฏิเสธ นางพยาบาลพูดจาดีสอบถามได้นะคะ แต่พอถามจริง เหมือนไม่อยากจะตอบ หรือตอบไปที อย่างจะปรึกษาเรื่องนมแม่ จะประสบความล้มเหลวมากที่รพ.นี้ ต่างจากรพ.BNH ที่จะเน้นนมแม่ได้ดีกว่ามาก แต่ข้อดีที่เลือกคลอดที่รพ.นี้คือคุณหมอสูติ ชื่อนพ.เทวินทร์ โกสิยตระกูล เป็นอาจารย์แพทย์ที่ดีมากๆ ท่านอายุมากแล้วน่าจะ70กว่าแล้วแต่ยังแข็งแรง และทำให้คนไข้อย่างเรามั่นใจในศักยภาพของท่านว่าสามารถดูแลเราได้อย่างดีเยี่ยมและปลอดภัย ทีมแพทย์ในห้องผ่าตัด ทั้ง3ครั้ง ก็ประทับใจทุกครั้งค่ะ ดูแล พูดคุย ขณะทำการผ่าตัด ช่วยเหลือทุกอย่างเท่าที่จะทำได้ รวมทั้งให้กำลังใจทุกขณะที่คนไข้ต้องการหรือประหม่า หรือร่างกายไม่ไหวต่อการตอบสนองของการผ่าตัด เช่นยาชา มีผลต่อร่างกายทำให้รู้สึกแย่มาก กระอักกระอ่วน แต่ทีมแพทย์ก้อช่วยให้มันผ่านพ้นไปอย่างดีเยี่ยม อันนี้ประทับใจจริงๆ กี่ครั้งก้อไม่เคยกลัวผ่าคลอดลูกเลย คะแนนเลยออกมาแบบเฉลี่ยคือ3 ให้แผนกเนอสเซอรี่แค่2 แต่แผนกสูตินารีเวชห้องผ่าตัดเต็ม5เลยค่ะ,3,Bangkok Hospitol,"Just to give birth to a third hospital in Bangkok on 17 Dec. 59 through it. 3 I'm pregnant and give birth at any time. And I have a feeling unimpressed with department nursery at this time. The few which remained the same. Nurse polite Like I said, there's nothing to it. But it is time to run anything more really. Rather difficult and sometimes with convulsions expression. I took my newly born left to treat them in the recovery room. Basically, just gave birth to a child to suck at the breast stimulates mother every 2-3 hours. But this effort will often claim. I'm trying to tell patients that it is not just me. As he tried to nurse it along. People need to understand that surgical birth. Other physical trauma Sometimes I want to feed my body, but I refused. Nurse Call flattering to me, but I really just do not want to answer or reply to it to discuss breastfeeding. The failure of the hospital now. Unlike the hospital. BNH To highlight breastfeeding is much better. But the advantage to choose a hospital birth. This is Dr. obstetricians. Name MD. Mark's Tevin's family doctor is very good. Then you are older than 70 are still strong. And patients, we are confident in the potential of what we can take care of excellent and safe. A team of doctors in surgery and three times was impressed every time I talked care during surgery. Help everything possible. As well as encouraging all patients require or nervous. Or the body does not respond to the surgery as an anesthetic affect the body feels terrible. tumultuous But team doctors would allow it to pass well. I was really impressed How many times do I have never cut my baby. Points out that the average is 3. The department's two nurseries. But the Department of Obstetrics and Gynecology surgery 5 post."
การมาหาหมอแล้วรู้สึกว่าได้รับบริการไม่ค่อยประทับใจ,3,Bangkok Hospitol,The doctor felt that the service was not very impressive.
วันที่ 28 ธันวาคม 2559 เวลา 19:20น. เกิดอุบัติเหตุโดนแมวที่บ้านกัดที่บริเวณข้อนิ้วกลางข้างขวา มาโรงพยาบาลด้วยตัวเอง ขับรถมาจอดหน้าโรงพยาบาลมีพนักงานรับรถ เราสามารถให้พนักงานเอารถไปจอดได้เลย ส่วนเราก็เดินเข้าห้อง ER มีประกันก็ยื่นบัตรประกัน ไม่ต้องสำรองจ่าย ไม่มีการสอบถามอะไรมากมาย ไม่ยุ่งยาก หมอมาดูแผลทำแผลได้เลย ที่ใช้บริการที่โรงบาลนี้บ่อย อยู่ใกล้บ้านหาเพียงหนึ่งกิโลครึ่ง รวมทั้งมีประวัติสุขภาพอยู่กับที่โรงบาลมานาน,5,Bangkok Hospitol,"On December 28, 2559 at 19:20 hrs. By accident cat that bites at the right middle finger. The hospital itself Driving in front of the hospital staff have been. We can provide staff took the car to park it. We walked into the ER has also filed an insurance card. Do not pay back For much hassle, no doctor came to see it wound dressings. The service at the hospital often. Find the one nearest half kilo. Including a health history with the hospital for a long time."
บริการดี สุภาพ แต่รอนาน,4,Bangkok Hospitol,Service polite but long wait
ชอบที่แม่บ้าน และพนักงานให้บริการดีมาก พูดจาตอนรับเรา แนะนำเรา ให้เข้ามาติดแมท ถามว่ามาหาหมอป่วยเป็นไร ทุกส่วน แม้กระทั่งหมอ ก็บริการดี. คือ ประทับใจ มากและที่สำคัญสะดวก ห้องน้ำสะอาด,5,Bangkok Hospitol,Like a Dame And the staff are very good We talk when we get into the next event. The patient asks the doctor even know all the doctors were good. It is very impressive and the bathroom clean.
บริการด้วยใจ..เปรียบเสมือนอยู่ใกล้มิตรญาติ,5,Bangkok Hospitol,Service from the heart.. Like a close family friend.
บริกาดีหมอน่ารักด่วย,3,Bangkok Hospitol,Riga good doctor's express.
พยาบาลและแพทย์ ดูแลเป็นอย่างดีครับ,5,Bangkok Hospitol,Nurses and doctors Groomed me
ตรวจสุขภาพที่ร.พ.กรุงเทพ ซอยศูนย์วิจัย ประทับใจตั้งแต่ก้าวเเรกกับรอยยิ้มเจ้าหน้าที่ลงทะเบียนที่เต็มใจให้บริการ มีชื่อนามสกุลรัดให้ที่ข้อมือกันตรวจผิดคน พยาบาลให้บริการรวดเร็ว ถูกต้องแม่นยำ หมอก็รับฟังเราเเละตอบทุกคำถามอย่างกระจ่าง สถานที่สะอาดมากๆๆ ดีที่สุดในทุกบริการครับ,5,Bangkok Hospitol,"The health check. May. Bangkok. Soonwijai Impressive pace since the first smile registration officers who are willing to serve. A name for the band, wrist checked the wrong person. Nursing Service fast Accurate The doctor listened, we were very clear answer all the questions. Very clean place Best of all it services"
ดีมาก การบริการดีเยี่ยม ลงจากรถจะมีบุรุษพยาบาลคอยดูแลเทคแคร์อย่างเป็นกันเองตั้งแต่ลงรถจนถึงกลับบ้านเลย แต่ค่าบริการสูงไปนิดนึงค่ะ,5,Bangkok Hospitol,"Excellent service, excellent The car will have a nurse take care Care intimately into the car to go home yet. The fee is a little high to me."
"ไปหาหมอมาค่ะวันที่ 31 ธค. หมออายุรกรรม หลังจากการตรวจพบว่าเป็นไข้หวัด ค่ารักษาพยาบาล 5,264 บาทค่ะ แพงมากๆ อยากให้หน่วยงานมาควบคุมค่ารักษาพยาบาลโดยด่วนค่ะ",2,Bangkok Hospitol,"Go to the doctor comes Dec. 31. Doctor of Medicine found that after a flu. Medical cost 5264 baht too expensive, so the agency wants to control medical costs by express it."
คนไข้เยอะ แต่ระบบจัดการดีมาก แผนกส่องกล้อง พยาบาล ช่วยเหลือดีมาก แม้คนไข้จะเยอะ หมอก็ให้เวลา แนะนำ,5,Bangkok Hospitol,"Patient management system, but it very well. Department of Endoscopy Nurse helpful. The patient will have to take the doctor's advice."
ไปพบคุณหมอสมัชเพราะประสบอุบัติเหตุเพราะหกล้ม หมอใส่ใจดูแลดีมาก ถามอาการและตรวจอย่างละเอียดวิจัยใส่ใจดีมาก,5,Bangkok Hospitol,Smach to the doctor because of an accident because of falls. He cared very good I have thoroughly researched and very attentive.
คุณหมอใจดี น่ารักมาก พยาบาลก็ดูแลดี แต่มีข้อเสียคือเรื่องอาหาร ไม่ได้เรื่องเลย,4,Bangkok Hospitol,Dr. generous love nursing care was great. The disadvantage is the food. Does not matter
บริการดีและนำดีส่วนต่างๆในองค์กรโรงพยาาล,5,Bangkok Hospitol,Good service and a good part of the organization's hospital Yeah.
คุณหมอและพยาบาลน่ารักคะ. เป็นกันเอง. และยังแนะนำการดูแลรักษาแผล. ตลอดจนแนะนำการดำรงชีวิตในช่วงแผลยังไม่หายดีคะ,4,Bangkok Hospitol,Doctors and nurses love it. Friendly. It also introduces a wound care. The introduction to life in the wounds have not healed me.
พนักงานบริการดีมาก,5,Bangkok Hospitol,Very good service
โรงพยาบาลสะอาด /การดูแลของแพทย์และเอาใจใส่เป็นอย่างดี เป็นกันเองอธิบายโรคที่เป็นอยู่ ทำให้เราเข้าใจและปฎิบัติตัวได้ถูกต้อง,5,Bangkok Hospitol,Hospital cleaning / Physician care and attention as well. The disease is described as friendly. We understand and treat correctly.
เกิดที่รพ..นี้ จนตอนนี้ 30 กว่าปีคุณหมอหรือพยาบาลที่ยังอยู่ เขายังจำแม่เราได้ว่าไปคลอดที่รพ.นี้ ยังถามหาเราด้วย,5,Bangkok Hospitol,"There was a hospital. It is now more than 30 years, the doctor or nurse is. He also remembered that my mother had to give birth at the hospital now. We also asked for a"
สะดวกใส่ใจทุกรายบะเอียดบริการเป็นเลิศ,5,Bangkok Hospitol,Attentive service every minuscule Chiba service excellence.
"วันนี้ไปหาหมอที่รพ.นี้ เป็นรพ.ที่ดีมาก เพราะที่นี่ดีมากๆและคุณหมอและพนักงานทุกคนที่นี่เป็นมิตรมากๆๆ

ผมเป็นหวัดง่ายและอ้วนด้วยครับ คุณหมอสอนให้ผมขยันออกกะลังกายมากกว่านี้และคุมอาหารมากขึ้นนิดนึง 555

ประทับใจความจริงใจของคุณหมอที่นี่ครับ",5,Bangkok Hospitol,"Today, a doctor at the hospital now. The hospital is very good Because here is very good and the doctors and all the staff here are very friendly people.

I was cold and too fat. You taught me to work out my diet and exercising more, a little more 555.

I appreciate your honesty here."
เคยเข้าไปใช้บริการอยู่ครั้งสองครั้งค่ะ ดิฉันจำได้ว่าคุณหมอที่พบนั้นเป็นคุณหมออายุรกรรมทั่วไป เป็นมิตรดีค่ะ และมีขั้นตอนการรักษาที่เป็นแบบแผน รพ.ใหญ่มากๆๆ นึกว่าเป็นอีกเมืองนึงเลยค่ะ มี ร้านอาหารรองรับญาติของคนไข้ที่โอเคเลยค่ะ นับเป็น รพ.ที่ใช้ได้ค่ะ ปกติจะไป รพ.ไม่บ่อยและไปไม่กี่ที่ค่ะ รพ.กรุงเทพนับเป็นอีกที่ค่ะที่ดิฉันไว้วางใจในโรคไข้หวัด และโรคทั่วไปที่ไม่ร้ายแรงมาก แต่ไม่ทราบจริงๆค่ะว่าที่นี่เชี่ยวชาญด้านไหนค่ะ แต่โดยรวมดีค่ะ,3,Bangkok Hospitol,"Had to use it once, twice. I remember the doctor found a doctor in general medicine. A good The treatment process is a conventional hospital very well, that is another city I do not have a restaurant with relatives of patients okay, it is a hospital that is not normal to go to hospital less often, and. went to a few Hospital in Bangkok is another that I do not trust the flu. And common diseases that are not very serious. But I do not really know that this is my expertise. But overall good"
